#TYPE System.Diagnostics.EventLogEntry#system/Microsoft-Windows-Kernel-Power/507
"EventID","MachineName","Data","Index","Category","CategoryNumber","EntryType","Message","Source","ReplacementStrings","InstanceId","TimeGenerated","TimeWritten","UserName","Site","Container"
"506","Jongwon-D","System.Byte[]","11890","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-06 오후 3:11:54","2017-04-06 오후 3:11:54","NT AUTHORITY\SYSTEM",,
"7001","Jongwon-D","System.Byte[]","11886","(1101)","1101","Information","사용자 환경 개선 프로그램용 사용자 로그온 알림","Microsoft-Windows-Winlogon","System.String[]","7001","2017-04-06 오후 1:55:16","2017-04-06 오후 1:55:16","NT AUTHORITY\SYSTEM",,
"7002","Jongwon-D","System.Byte[]","11871","(1102)","1102","Information","사용자 환경 개선 프로그램용 사용자 로그오프 알림","Microsoft-Windows-Winlogon","System.String[]","7002","2017-04-06 오후 1:44:28","2017-04-06 오후 1:44:28","NT AUTHORITY\SYSTEM",,
"7001","Jongwon-D","System.Byte[]","11850","(1101)","1101","Information","사용자 환경 개선 프로그램용 사용자 로그온 알림","Microsoft-Windows-Winlogon","System.String[]","7001","2017-04-06 오전 10:30:37","2017-04-06 오전 10:30:37","NT AUTHORITY\SYSTEM",,
"7002","Jongwon-D","System.Byte[]","11768","(1102)","1102","Information","사용자 환경 개선 프로그램용 사용자 로그오프 알림","Microsoft-Windows-Winlogon","System.String[]","7002","2017-04-06 오전 10:30:13","2017-04-06 오전 10:30:13","NT AUTHORITY\SYSTEM",,
"7001","Jongwon-D","System.Byte[]","11758","(1101)","1101","Information","사용자 환경 개선 프로그램용 사용자 로그온 알림","Microsoft-Windows-Winlogon","System.String[]","7001","2017-04-06 오전 9:40:46","2017-04-06 오전 9:40:46","NT AUTHORITY\SYSTEM",,
"7002","Jongwon-D","System.Byte[]","11728","(1102)","1102","Information","사용자 환경 개선 프로그램용 사용자 로그오프 알림","Microsoft-Windows-Winlogon","System.String[]","7002","2017-04-05 오후 10:14:49","2017-04-05 오후 10:14:49","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","11727","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'1734', '819900290', '27768', '0', '0', '819900290', '0', '90', 'false', '4', '0', '4530475', 'false', '0', '349073', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-05 오후 10:14:35","2017-04-05 오후 10:14:35","NT AUTHORITY\SYSTEM",,
"506","Jongwon-D","System.Byte[]","11726","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-05 오후 10:00:55","2017-04-05 오후 10:00:55","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","11705","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'4301', '2251305528', '667714410', '0', '0', '2251305528', '0', '90', 'false', '9', '0', '7345379', 'false', '0', '156671', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-05 오후 10:00:23","2017-04-05 오후 10:00:23","NT AUTHORITY\SYSTEM",,
"506","Jongwon-D","System.Byte[]","11695","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-05 오후 9:22:51","2017-04-05 오후 9:22:51","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","11694","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'0', '109548717', '0', '0', '0', '109548717', '0', '90', 'false', '4', '0', '0', 'false', '0', '432813', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-05 오후 9:18:50","2017-04-05 오후 9:18:50","NT AUTHORITY\SYSTEM",,
"506","Jongwon-D","System.Byte[]","11692","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-05 오후 9:17:01","2017-04-05 오후 9:17:01","NT AUTHORITY\SYSTEM",,
"7001","Jongwon-D","System.Byte[]","11680","(1101)","1101","Information","사용자 환경 개선 프로그램용 사용자 로그온 알림","Microsoft-Windows-Winlogon","System.String[]","7001","2017-04-05 오후 8:47:43","2017-04-05 오후 8:47:43","NT AUTHORITY\SYSTEM",,
"7002","Jongwon-D","System.Byte[]","11650","(1102)","1102","Information","사용자 환경 개선 프로그램용 사용자 로그오프 알림","Microsoft-Windows-Winlogon","System.String[]","7002","2017-04-05 오후 8:46:26","2017-04-05 오후 8:46:26","NT AUTHORITY\SYSTEM",,
"7001","Jongwon-D","System.Byte[]","11641","(1101)","1101","Information","사용자 환경 개선 프로그램용 사용자 로그온 알림","Microsoft-Windows-Winlogon","System.String[]","7001","2017-04-05 오후 8:43:42","2017-04-05 오후 8:43:42","NT AUTHORITY\SYSTEM",,
"7002","Jongwon-D","System.Byte[]","11609","(1102)","1102","Information","사용자 환경 개선 프로그램용 사용자 로그오프 알림","Microsoft-Windows-Winlogon","System.String[]","7002","2017-04-05 오후 6:01:53","2017-04-05 오후 6:01:53","NT AUTHORITY\SYSTEM",,
"7001","Jongwon-D","System.Byte[]","11547","(1101)","1101","Information","사용자 환경 개선 프로그램용 사용자 로그온 알림","Microsoft-Windows-Winlogon","System.String[]","7001","2017-04-05 오후 1:09:57","2017-04-05 오후 1:09:57","NT AUTHORITY\SYSTEM",,
"7002","Jongwon-D","System.Byte[]","11517","(1102)","1102","Information","사용자 환경 개선 프로그램용 사용자 로그오프 알림","Microsoft-Windows-Winlogon","System.String[]","7002","2017-04-05 오후 1:02:21","2017-04-05 오후 1:02:21","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","11500","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'4613', '124850983', '0', '0', '0', '124850983', '0', '92', 'true', '4', '124850983', '0', 'false', '0', '467672', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-05 오전 11:49:06","2017-04-05 오전 11:49:06","NT AUTHORITY\SYSTEM",,
"506","Jongwon-D","System.Byte[]","11497","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-05 오전 11:47:01","2017-04-05 오전 11:47:01","NT AUTHORITY\SYSTEM",,
"7001","Jongwon-D","System.Byte[]","11490","(1101)","1101","Information","사용자 환경 개선 프로그램용 사용자 로그온 알림","Microsoft-Windows-Winlogon","System.String[]","7001","2017-04-05 오전 10:52:42","2017-04-05 오전 10:52:42","NT AUTHORITY\SYSTEM",,
"7002","Jongwon-D","System.Byte[]","11460","(1102)","1102","Information","사용자 환경 개선 프로그램용 사용자 로그오프 알림","Microsoft-Windows-Winlogon","System.String[]","7002","2017-04-04 오후 11:31:55","2017-04-04 오후 11:31:55","NT AUTHORITY\SYSTEM",,
"7001","Jongwon-D","System.Byte[]","11454","(1101)","1101","Information","사용자 환경 개선 프로그램용 사용자 로그온 알림","Microsoft-Windows-Winlogon","System.String[]","7001","2017-04-04 오후 11:10:47","2017-04-04 오후 11:10:47","NT AUTHORITY\SYSTEM",,
"7002","Jongwon-D","System.Byte[]","11424","(1102)","1102","Information","사용자 환경 개선 프로그램용 사용자 로그오프 알림","Microsoft-Windows-Winlogon","System.String[]","7002","2017-04-04 오후 11:04:45","2017-04-04 오후 11:04:45","NT AUTHORITY\SYSTEM",,
"7001","Jongwon-D","System.Byte[]","11411","(1101)","1101","Information","사용자 환경 개선 프로그램용 사용자 로그온 알림","Microsoft-Windows-Winlogon","System.String[]","7001","2017-04-04 오후 10:31:36","2017-04-04 오후 10:31:36","NT AUTHORITY\SYSTEM",,
"7002","Jongwon-D","System.Byte[]","11397","(1102)","1102","Information","사용자 환경 개선 프로그램용 사용자 로그오프 알림","Microsoft-Windows-Winlogon","System.String[]","7002","2017-04-04 오후 10:30:57","2017-04-04 오후 10:30:57","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","11370","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'0', '9730037347', '8861766556', '0', '0', '9730037347', '0', '92', 'false', '25', '0', '30803773', 'false', '0', '164496', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-04 오후 10:26:48","2017-04-04 오후 10:26:48",,,
"506","Jongwon-D","System.Byte[]","11361","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-04 오후 7:44:38","2017-04-04 오후 7:44:38","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","11252","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'1022', '28157833', '0', '0', '0', '28157833', '0', '88', 'false', '4', '0', '0', 'false', '0', '388550', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-02 오후 4:20:49","2017-04-02 오후 4:20:49","NT AUTHORITY\SYSTEM",,
"506","Jongwon-D","System.Byte[]","11250","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-02 오후 4:20:21","2017-04-02 오후 4:20:21","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","11229","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'378', '9168922608', '7608613957', '0', '0', '9168922608', '0', '88', 'false', '9', '0', '6695216', 'false', '0', '217814', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-02 오후 3:04:37","2017-04-02 오후 3:04:37","NT AUTHORITY\SYSTEM",,
"506","Jongwon-D","System.Byte[]","11218","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-02 오후 12:31:48","2017-04-02 오후 12:31:48","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","11217","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'2215', '1382907469', '84022', '0', '0', '1382907469', '0', '88', 'false', '4', '0', '24197571', 'false', '0', '344486', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-02 오후 12:15:40","2017-04-02 오후 12:15:40","NT AUTHORITY\SYSTEM",,
"506","Jongwon-D","System.Byte[]","11214","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-02 오전 11:52:37","2017-04-02 오전 11:52:37","NT AUTHORITY\SYSTEM",,
"7001","Jongwon-D","System.Byte[]","11205","(1101)","1101","Information","사용자 환경 개선 프로그램용 사용자 로그온 알림","Microsoft-Windows-Winlogon","System.String[]","7001","2017-04-02 오전 10:16:56","2017-04-02 오전 10:16:56","NT AUTHORITY\SYSTEM",,
"7002","Jongwon-D","System.Byte[]","11108","(1102)","1102","Information","사용자 환경 개선 프로그램용 사용자 로그오프 알림","Microsoft-Windows-Winlogon","System.String[]","7002","2017-04-02 오전 10:14:33","2017-04-02 오전 10:14:33","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","11028","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'3236', '51160506', '0', '0', '0', '51160506', '0', '88', 'false', '4', '0', '0', 'false', '0', '411111', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-01 오후 7:14:01","2017-04-01 오후 7:14:01","NT AUTHORITY\SYSTEM",,
"506","Jongwon-D","System.Byte[]","11027","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'6'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-01 오후 7:13:10","2017-04-01 오후 7:13:10","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","11026","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'2792', '68331527', '0', '0', '0', '68331527', '0', '88', 'false', '6', '0', '0', 'false', '0', '439443', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-01 오후 7:12:45","2017-04-01 오후 7:12:45","NT AUTHORITY\SYSTEM",,
"506","Jongwon-D","System.Byte[]","11024","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-01 오후 7:11:36","2017-04-01 오후 7:11:36","NT AUTHORITY\SYSTEM",,
"7001","Jongwon-D","System.Byte[]","10925","(1101)","1101","Information","사용자 환경 개선 프로그램용 사용자 로그온 알림","Microsoft-Windows-Winlogon","System.String[]","7001","2017-03-31 오전 11:00:20","2017-03-31 오전 11:00:20","NT AUTHORITY\SYSTEM",,
"7002","Jongwon-D","System.Byte[]","10894","(1102)","1102","Information","사용자 환경 개선 프로그램용 사용자 로그오프 알림","Microsoft-Windows-Winlogon","System.String[]","7002","2017-03-30 오후 11:16:01","2017-03-30 오후 11:16:01","NT AUTHORITY\SYSTEM",,
"7001","Jongwon-D","System.Byte[]","10884","(1101)","1101","Information","사용자 환경 개선 프로그램용 사용자 로그온 알림","Microsoft-Windows-Winlogon","System.String[]","7001","2017-03-30 오후 10:41:01","2017-03-30 오후 10:41:01","NT AUTHORITY\SYSTEM",,
"7002","Jongwon-D","System.Byte[]","10853","(1102)","1102","Information","사용자 환경 개선 프로그램용 사용자 로그오프 알림","Microsoft-Windows-Winlogon","System.String[]","7002","2017-03-30 오후 10:22:26","2017-03-30 오후 10:22:26","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","10795","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'2957', '138772848', '0', '0', '0', '138772848', '0', '88', 'false', '4', '0', '0', 'false', '0', '410848', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-03-30 오후 5:12:13","2017-03-30 오후 5:12:13","NT AUTHORITY\SYSTEM",,
"506","Jongwon-D","System.Byte[]","10793","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-03-30 오후 5:09:55","2017-03-30 오후 5:09:55","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","10779","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'2701', '101286578', '0', '0', '0', '101286578', '0', '88', 'false', '4', '0', '0', 'false', '0', '448156', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-03-30 오후 4:29:06","2017-03-30 오후 4:29:06","NT AUTHORITY\SYSTEM",,
"506","Jongwon-D","System.Byte[]","10777","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-03-30 오후 4:27:24","2017-03-30 오후 4:27:24","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","10776","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'3197', '462797633', '0', '0', '0', '462797633', '0', '88', 'false', '4', '0', '0', 'false', '0', '383829', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-03-30 오후 3:56:25","2017-03-30 오후 3:56:25","NT AUTHORITY\SYSTEM",,
"506","Jongwon-D","System.Byte[]","10774","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-03-30 오후 3:48:42","2017-03-30 오후 3:48:42","NT AUTHORITY\SYSTEM",,
